"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Prickly Plains","-","Bland Queso","-","60.22%","Spice Seer",8625
"Prickly Plains","-","Bland Queso","-","39.78%","Old Spice Collector",8625
"Prickly Plains","-","Mild Queso","-","50.61%","Spice Farmer",6752
"Prickly Plains","-","Mild Queso","-","49.39%","Granny Spice",6752
"Prickly Plains","-","Medium Queso","-","56.94%","Spice Finder",3579
"Prickly Plains","-","Medium Queso","-","43.06%","Spice Sovereign",3579
"Prickly Plains","-","Hot Queso","-","59.72%","Spice Reaper",715
"Prickly Plains","-","Hot Queso","-","40.28%","Spice Raider",715
"Prickly Plains","-","Flamin' Queso","-","100.00%","Inferna, The Engulfed",540
